,id,cxsmiles
7271,7271,"CC1CCC2=C(N1C(=O)C3=C(C=C(C=C3)O)O)C=CC(=C2)C4=C5C(=C(SC5=NC=N4)C)C.CN=C(C)C(C)=NC |$;;;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;$,m:32:23.22.26.25.24|"
7272,7272,"C1CCN(C1)CC(C(C2=CC3=C(C(=C2)F)OCCO3)O)NC(=O)C4CCN(C4)C5=NC6=CC=CC=C6C=C5.CC(C)=O.CC.CC |$;Z;Z9;;W4;;;;;;;;;U6;;;;;;;;;;;;E;;;;;;;;;;;;;;;;;;R98;;K67$,m:38:0.1.2.3.4,m:42:24.23.27.26.25,m:44:29.30.35.36.37.28,Sg:n:26:A:ht,Sg:n:4:P:ht,Sg:n:1:D:ht,Sg:n:19:R:ht|"
7273,7273,"CC1C(C(=C(C=C1/C=C/C(=O)C2=CC=CC=C2O)C(C)(C)C(=O)OP)OC)C(C)(C)C.CC |$E;;;K;;;;;;;;;;;;;;;;;;;;;;;;;;;;;R$,m:31:12.13.14.15.16.11|"
7274,7274,"COC1=CC=CC(=C1)C2=CC=C(C=C2)[C@H](C(F)(F)F)OC3=NC(=NC(=C3)C4=CC=C(C=C4)C[C@H](C(=O)O)N)N.CC.CC |$;;;;;;;;T;;;;;;U3;;;;;U;;;;;W5;;;;;;;V;;;;;X;;;;R;;R$,m:39:21.22.23.24.25.20,m:41:27.28.29.30.31.26|"
7275,7275,"CCC(C(=O)N[C@@H](CC(=O)O)C(=O)COC1=C(C(=CC(=C1F)F)F)F)N2C=CC=C(C2=O)NC(=O)CC3=CC=CC=C3.CC.CC |$;;D5;;;;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;E3;;;;;;;;;K;;K9$,m:42:26.27.28.29.30.25,m:44:37.38.39.40.41.36,Sg:n:25:a:ht|"
7276,7276,"COC1=CC2=C(C=CN=C2C=C1)[C@H](CC[C@@H]3CCN(C[C@@H]3CO)CC#CC4=CC(=CC(=C4)F)F)NO.CC |$D;;;T0;;;;Y6;B9;;;;;;;;;;U0;;;;;;;;;;;V5;;;X7;;;;;R$,m:36:6.7.8.9.4.5,Sg:n:10:V:ht,Sg:n:13,14:O:ht|"
7277,7277,"CN1C=CC2=C1C(=CC(=N2)C(=O)N[C@H]3CCCCC[C@@H]3O)CC4=CC=C(C=C4)C5=CSC=N5.CC.C[Sb].CC=NC(=O)N(C)C |$;;;;;;;;;;;;;;;;;;;;;;K;T;;;J7;Z0;;;G7;;;;R;;;;;;;;;;$,m:33:7.8.9.4.5.6,m:35:14.13.19.18.17.16.15,m:37:23.24.25.26.27.22|"
7278,7278,"C1COC1CN2C3=C(C=CC(=C3)C(=O)O)N=C2CN4CCC(=CC4)C5=NC(=CC=C5)OCC6=C(C=C(C=C6)Cl)F.CC.CNN(C)[N+](=O)[O-] |$;;;A;;;;;;;;L;;;U9;;;;;;;;Y;;;;;;;;;;;;;;;;;;;J31;;;;;;;$,m:40:19.20.21.22.23.18,m:42:33.34.35.36.37.32,Sg:n:32:G:ht|"
7279,7279,"C=CC1=CC=C(C=C1)CCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O.CC(=S)N(C)N=C(C)C |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;$,m:23:2.7.6.5.4.3,Sg:n:7:E:ht,Sg:n:8,9:k:ht|"
7280,7280,"CC1=CC(=CC=C1)CCN(C)C(=O)CCCO |$;;;;;;;;;;;;;;;;Z$,Sg:n:13,14,15:w:ht|"
7281,7281,CC(COC1=CC(=C(C=C1)N2CCN(C[C@H]2C3=CC=C(C=C3)F)C[C@](C)(C4=CC=C(C=C4)F)O)Cl)O |$;;;;;;;;;;;;K7;;;;;;;G;;L;G3;;;E;;;;;Q2;;;;;$|
7282,7282,"CC(=C)[C@@H]1CC[C@]2(C1C3CCC4[C@]5(CCC(=C)[C@@](C5CC[C@]4([C@@]3(CC2)C)C)(C)CO)C)C(=O)O.CC(=NS(C)(=O)=O)N(C)C |$;;;;;;;;D;;;;;W3;;;B9;;V;;;;;;;;;;;;;;;;;;;;;;;;;$,m:34:13.14.15.17.18.12,Sg:n:13:I:ht|"
7283,7283,"CC(CCC(=O)O)CNC(=O)NCCC1=CCCCC1.CN(C)S(=O)(=O)O |$;;;;;;;;;;;;;Z7;;;;;;;;;;;;;$,m:20:14.19.18.17.16.15,Sg:n:2,3:g:ht|"
7284,7284,C[C@@H]1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)C(Cl)(Cl)Cl)CN(CC4=CC=CC=C4)CC5=CC=CC=C5 |$;;;;B6;;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;;;;;$|
7285,7285,CC1=CC(=C(C=C1Cl)CNC/C=C/C(=O)O)OC |$;;Q;;;;;;;;T2;;;;T0;;;$|
7286,7286,"CC1=CC(=C(C=C1/C(=C\2/C(N(C(=O)C2=O)C3=CC=CC(=C3)C(F)(F)F)C4=CC=C(C=C4)OC)/O)C(C)C)OC.CN=C(N)S(C)(=O)=O |$;;;;A6;;;;;;;;;;;;;;;;;J9;;;W3;;;;;V;;;;;;;W;;;;;;;;;;$,m:39:1.6.5.4.3.2|"
7287,7287,"Cc1ccc(S(=O)(=O)NC23CC(CO)(C2)C3)cc1-c1cnc(N)c(-c2ccncn2)n1.CN=NC(N)=NC.CC |$;;;;;;;;;;;;;;L;;;;;;;;;;;;;;;U3;;;;;;;;;;G8$,m:31:19.20.21.23.30.18,m:38:14.9.15.11,Sg:n:19:o:ht,Sg:n:12:R:ht|"
7288,7288,"C[C@H](CO)OC1=CC(=CC(=N1)N2CCOCC2)C(=C)/C(=C\C=C(/C)\NC(=O)C3=CC(=NC=C3)C(F)(F)F)/C.CC.CC |$;;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;R;;R9$,m:38:5.10.9.8.7.6,m:40:28.29.30.31.32.27,Sg:n:34:j:ht|"
7289,7289,"CC(C)CCC(=O)C1(C(C(C(C1=O)C(=O)C(C)C)O)CC=C(C)C)O.CS(=O)(=O)O |$;;L;;;;;;;;;;;;;;;Q;;;;;;E;;;;;;$,m:25:7.8.9.10.11|"
7290,7290,"CCCCC(C(=O)O)OC1=C(C=CC=C1OCC)CNC2=C(C=C(C=C2)Cl)C(=O)NC3=CC=C(C=C3)C(=N)N.CC |$;Y;Q;;;;W4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;R$,m:39:22.23.24.25.20.21,Sg:n:1,2,3:z:ht|"
7291,7291,"COC(=O)C1[C@H]([C@@H](C([C@@H](O1)OC2=C(C=C(C=C2)COS(=O)(=O)C)[N+](=O)[O-])O)O)O.CC.CC |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q;;M52$,m:29:4.9.8.7.6.5,m:31:12.13.14.15.16.11|"
7292,7292,"CN1C(=O)C=CC(=N1)C(=O)N[C@@H](CCC(=O)OC)C(=O)O |$;;B;;;;;;;;;;;;;;;;;;$,Sg:n:12,13:P:ht|"
7293,7293,"CCCC1CCC(CC1)C(CC2=CC(=CC=C2)Br)O |$;;;;G;;;;;;;;;;;;;W7;$,Sg:n:1,2:J:ht|"
7294,7294,"CCOC1=C(C=C(C=C1)C2C(=C(C(=O)N2C3=NC(=C(S3)C(=O)OCC)C)O)C(=O)C4=CC=CO4)OCC.CC.CNN(C)N |$;;;;;;;;;;;;;;;A;;;;;A6;;;;;;;;E;;;;;;;K;;;R;;;;;$,m:37:16.15.19.18.17,m:39:30.29.33.32.31,Sg:n:19:Q:ht,Sg:n:12:h:ht|"
7295,7295,"CCOC(=O)CC(CC(=O)OCCO)C(=O)OCC |$T;;;;;;;;;;;;;;;;;;$,Sg:n:11,12:V:ht|"
7296,7296,"CCC(CO)N(CC1=CC(=CC=C1)OCC(=O)N)CC2=CC=CC=N2.CNSNC |$;;;;T6;;;;;;;;;;;;;;;;;;D;;;;;;;$,m:25:8.9.10.11.12.7,Sg:n:1:A:ht,Sg:n:22:E:ht,Sg:n:19:e:ht|"
7297,7297,"CN1CCCN(CC1)C[C@H]2CN(C[C@H]2CO)CC3=CC(=CS3)CN(C)C |$;;;;;;;;;Z;;;;;;;;;;X9;;;;;;$,Sg:n:3:D:ht,Sg:n:20:U:ht,Sg:n:10:n:ht|"
7298,7298,"CC(C)(C)N=C(/C(=C/C1=CC=C(C=C1)Cl)/O)OC(=O)CC2=CC=C(C=C2)Cl.CC.CN=C(NN=C(C)C)N(C)C |$;Q;L5;;L6;;;;;V;;;;;M8;;;;;;;;;;;;;;R06;;;;;;;;;;;$,m:27:9.10.11.12.13.8,m:29:21.22.23.24.25.20|"
7299,7299,"C1=CC(=CC=C1N)OC2=CC=C(C=C2)NC(=O)C3=CC(=C(C=C3C(=O)O)Cl)Cl.CNC(=O)N=C(C)C.CC=NN(C)NC |$;U8;;V2;;;;;;;;;;;;B;;;;E;;;;;;;T7;;;;;;;;;;;;;;;;$,m:28:0.5.4.3.2.1,m:36:9.10.11.12.13.8|"
7300,7300,"C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)NC(=O)C(CC3=CN=CN3)NC(=O)C(CC4=CC=C(C=C4)O)N.CC |$;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;R$,m:45:14.15.16.17.18.13|"
7301,7301,"C1CC1CNC(=O)C2CSCN2C(=O)C3=CC(=CC=C3)C(=O)O.CON=C(C)C.CC.CC |$;;;;;;;;T;;;;;;;;Y3;D4;;;;;B;;;;;;;;R73;;U5$,m:23:0.1.2,m:29:8.7.11.10.9,m:31:15.16.17.18.19.14|"
7302,7302,"C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)NC(=O)CN.C[N+](C)(C)C |$;;;U;;;;;;U;;;;;;;;;;;;;;;;;;;;;;;;;;$,m:31:7.6.4.3.8,Sg:n:3:b:ht|"
7303,7303,"CC1=CC(=NO1)[C@@](C)(C#CC2=CC3=C(C=C2)OCCN4C3=NC(=C4C(=O)NCC5COC5)C(=O)N)O.CC.CN=C(NC)S(C)(=O)=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;Y9;;;;;;V5;;;R46;;;;;;;;;$,m:36:1.2.3.4.5,m:38:29.30.31.28,Sg:n:23:y:ht|"
7304,7304,"CC(CCO)NC(=O)CN1N=C(N=N1)C2=CC=CO2.CC |$;L;;;;;;;;;;;;;;;;;;;R$,m:19:15.14.18.17.16,Sg:n:3:g:ht,Sg:n:2,3:Y:ht|"
7305,7305,"CCC(C)(C1CCN(CC1)C2=NC=C(C=C2C)NC(=O)C3=CN=C(S3)C4=CC=C(C=C4)Cl)O.CO.CC.CC.COSOC |$;;;;;;;;D;;;;;;;;;;;L1;;;;;;;;;;;;;;;;;Q;;A;;;;;$,m:33:4.9.8.7.6.5,m:35:11.12.13.14.15.10,m:37:21.20.24.23.22,m:39:26.27.28.29.30.25|"
7306,7306,"CC1=CC2=C(N=C1)N(C(=N2)CCCOC3=CC=CC=C3)CCC(=O)O.CC.CSP(C)C |$;;;;;;;;;;;;;;V;;;;;;;;;;;;R;;;;;$,m:25:1.6.5.4.3.2,m:27:7.4.3.9.8,Sg:n:10,11,12:a:ht|"
7307,7307,"C1CC(C1)(CC(=O)N2CCN(CC2)C(=O)C3=C(C=C(C=C3)F)F)C(=O)O.CC |$;;;;;;;;W;;;;;;;;;;;;;;;;;;;Y$,m:26:8.9.10.11.12.7,Sg:n:7:D:ht|"
7308,7308,"CC(=O)OC1=C(C2=C(C=C1)C=C(C=C2)C(C)(C)C)C3=C(C(=CC4=CC=CC=C43)C(=O)OC)O.CC.CN(C)ON(C)C |$;;;Y;;;T0;;;;Z7;;U;;;;;;;;;;;;;;;;;;;W8;;;E13;;;;;;;$,m:33:10.11.12.13.6.7,m:35:19.20.21.22.27.18|"
7309,7309,"CC(C)NC(C)(CCCCN(CC(F)(F)F)C1CC1)CO.CC |$;;;;V4;;;;;;;;;Z7;;X;;;;;;;J59$,m:21:16.17.18,Sg:n:17:R:ht,Sg:n:0:N:ht,Sg:n:7,8,9:O:ht|"
7310,7310,"C1CN(CCN(C1)C(CC#N)C2=CC=CC=C2)CCO.CC |$;;;;;;;;;;;;;;U2;;;;;;;G82$,m:20:0.1.2.3.4.5.6,Sg:n:14:g:ht,Sg:n:1:U:ht|"
7311,7311,"CC1=NC=C(C(=N1)C2CCCN(C2)C(=O)COC3=CC=CC=C3)CO.CC.CC |$;;;A0;;;;;;;;;;;;;;;;;;;;;;;R;;J99$,m:25:1.6.5.4.3.2,m:27:8.9.10.11.12.7|"
7312,7312,"COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)OC3=NC=NC(=C3[N+](=O)[O-])N4CCC(CC4)C(=O)O.CC.CC |$;;X;;;;;;;;;;;V6;;;;;;;;;;;;Y;G6;;Z;;;;X0;;;;R55;;R$,m:35:2.7.6.5.4.3,m:37:11.12.13.14.15.10,Sg:n:11:U:ht|"
7313,7313,"C[C@H](/C=C\C(=C)C(=O)N1CC(C[C@H]1CCO/N=C(\C2=CC=C(C=C2)OC(F)(F)F)/N)O)Cl.CC |$;;E;;;;;;;;;;Z9;;;;;;;;;;;;;;;;;;;;;A2$,m:32:19.20.21.22.23.18,Sg:n:13:L:ht,Sg:n:13,14:H:ht|"
7314,7314,"CC(C)[C@H](CO)N1C(C23CC([C@@H](O2)[C@@H]([C@H]3C1=O)C(=O)OCC=C)Br)C(=O)N(CC=C)C(C)(C)CC(C)(C)C.CC.CC |$;;;;;;;;;;;;;;;;;;V4;;;;;B;;;X7;;;;;;D;;;;;X;;R4;;L$,m:38:6.7.8.14.15,m:40:12.11.13.14.8,Sg:n:23:x:ht|"
7315,7315,"C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=C(C=C34)CNCCN(C)C)O.CC.CC |$;;;;;;;;;;;;;A;;;;;K1;;;;;;T3;;;;R;;R17$,m:27:2.3.4.5.6.1,m:29:11.12.13.18.4.5,Sg:n:20:a:ht,Sg:n:13:z:ht|"
7316,7316,CC(C)CC(CNC(=O)C1=CC=C(C=C1)S(=O)(=O)C)C(=O)O |$;;;;;;;;;;;G;;;;K1;;;;E;;B2$|
7317,7317,"C[C@H]1CC[C@H]([C@@H]([C@@H](OC(=O)/C=C\C=C\[C@H]([C@@H]2C[C@@H](/C=C\[C@@H]([C@@H]([C@H](C1)C)O)C)OC(O2)(C)C)C)[C@@H](C)/C=C\C=C)C)O.CNSN(C)C |$;;U8;;;;;;;;;;;Z0;;;;;;K;;;;;;;;;;;;G;;K;L;;;;;;;;;;;;$,m:41:1.23.22.21.20.19.18.17.16.15.14.13.12.11.10.8.7.6.5.4.3.2,Sg:n:6:M:ht,Sg:n:17:v:ht|"
7318,7318,"CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=C(C=C5)C(=O)O.CN(C)N.CC |$;;;;;;;;;;;;;;;;;;;U0;;;;;;;;;;;;;;;;;;;;;;;;;Q01$,m:39:18.19.20.21.22.17,m:43:26.25.29.28.27|"
7319,7319,"CCCCC/C=C/CCCCCCCCCC[N+](CCCCC(=O)O)(CCCCC(=O)O)CCCCC(=O)O |$;;;;;;;;;;;G;M4;;;;;;;;;;;J5;;G;;;;;;;;;;;;;$,Sg:n:18,19,20:V:ht|"
7320,7320,"C(C[C@@H](C(=O)O)N)CN=C(N)NC(CC(=O)O)C(=O)O |$;Z4;;;;;Z3;;;;;Q;;;;;;;;$,Sg:n:1,0:w:ht|"
7321,7321,"C[C@H]1CC(=O)NC(=N1)SCC(=O)NCCO.CC |$;;;;;;;;;;;;;;;;;R$,m:16:1.7.6.5.3.2,Sg:n:14:c:ht|"
7322,7322,"CN1C=CC2=CC(=CC(=C21)CN3C4=CC=CC=C4N(C3=O)CCCCCC(=O)O)Cl.CC.COC(=S)SC |$;;;;;;;V;;;;;;;;;Y;;;;;W;;;;;M7;;;M6;;G;;;;;;$,m:30:1.2.3.4.9,m:32:18.17.12.11.19,Sg:n:18:A:ht,Sg:n:21,22,23:n:ht|"
7323,7323,"CCN1C(=O)C2CCCN2C13CC(N(C3)C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5)C(=O)O.CN=C(C)N(C)C(C)=NC.CNP(=O)(OC)N(C)C.CC |$;;;;;;;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q1;;Y;;;;;;;;;;;;;;;;;;;;;;;;;;L$,m:44:2.3.5.9.10,m:54:27.28.29.30.31.26,m:63:36.37.38.39.40.35|"
7324,7324,"CC(=C)COC(=O)[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O |$;;;;;J;;;;;;;;;;;$,Sg:n:5:L:ht|"
7325,7325,"COC1=CC(=C(C(=C1)Br)O)/C=N\N2C(=O)[C@H]3[C@@H]4CC[C@@H]([C@@H]3C2=O)C=C4.CC.CC.CN=C(NC)NN |$;M0;;;;;;;;;U6;;;;;;;;A;;;;;;;;R;;R;;;;;;;$,m:25:13.12.21.20.15,m:27:17.18.19.23.24.16,m:29:23.24.16.15.20.19|"
7326,7326,"CCCCOC1=C(C=C(C=C1)[C@@H]2C(=C(C3=CC=C(C=C3)OCCC)O)C(=O)C(=O)N2CCCN(CC)CC)OC.CC |$;;;;;W;;;;U;;T;;;;;;;;;;;;;;;;;;;;;J4;;;D6;;;;;;Q$,m:40:15.16.17.18.19.14,Sg:n:38:v:ht,Sg:n:30,31,32:M:ht|"
7327,7327,"CCOC1=CC=C(C=C1)C(=C2C(=O)C(=O)N([C@]23C4=CC=CC=C4N(C3=O)C)CCCOC)O.CC |$;;;;;;;;;;;;;;Q;;;;;;;;;;;;;;;;;;;;W$,m:33:11.10.16.15.13,Sg:n:0:a:ht,Sg:n:27,28:m:ht|"
7328,7328,"CC1=C(C=C(C=C1)OC(=O)C2=CC=CC=C2CC(=O)NC3[C@@H]4N(C3=O)C(C(S4)(C)C)C(=O)O)C.CNN(C)O |$;;;;;;;;;;;;;;;;;;;;;;;G;;;;D3;;;;;Z;;;;;;$,m:34:25.22.21.27.26|"
7329,7329,"CC(C)(CCN(C)C(=O)C[C@]1(C2=CC=CC=C2N(C1=O)C)CC3=CC=CC=C3)O.CN=C(C)C=S.CC |$;;;;Q4;;;;;;;B;U;;;;;;;;;;;;;;;Q8;;;;;;;;;J$,m:29:12.13.14.15.16.11,m:35:23.24.25.26.27.22|"
7330,7330,"CC(C)(CC1=CC2=CC=CC=C2C=C1)NC[C@H](COC3=C(C=C(C=C3)N(CC4=CC=CC=C4)C(=O)N5CCOCC5)C#N)O.CC.CC=NN(C)C(=O)OC |$;;;;;;V;;;;;;;;;;;;;;;;;;;;;K;;;;;;;;;;;A;;;;;;;R;;;;;;;;;$,m:44:28.29.30.31.32.27,m:46:36.37.38.39.40.35,Sg:n:35:v:ht|"
7331,7331,"CC1=NC2=CC(=CC(=C2S1)C(=CN)C=N)C3=CN=C(N=C3)N4CCC(CC4)(C)C(=O)O.CC |$;;Y;;;;;;;;;;;;;;K3;;;;J3;K;;;;;;;;;;;M$,m:31:1.2.3.8.9|"
7332,7332,"CCN1C(C(=NC2=CN=C(N=C21)N[C@@H]3CCCC[C@@H]3NC(=O)C=C)C4=C(C(=CC(=C4Cl)OC)OC)Cl)O.CC.COC(C)OC.CC |$;;;;;;;;;;A8;;D;;B8;;;;;;;;;;A;;;;;;;;;;;;;;R;;;;;;;;R99$,m:37:2.11.6.5.4.3,m:39:7.8.9.10.11.6,m:45:14.15.16.17.18.13,Sg:n:0:r:ht|"
7333,7333,"CC(C)(C(=O)O)SCCOCCOC |$;;;;;;;;X;;;;;$,Sg:n:5:Z:ht,Sg:n:7,8:a:ht|"
7334,7334,"CCOC(=O)CN1C2=CC=CC=C2C(=C1O)N=NC(=O)COC3=CC=C(C=C3)Br.CS(=N)(=O)O.CSC=O.CC |$;;;;;W;;A;;;;;;;;;;;;;K5;;W;;;;V;Z2;;;;;;;;;;;;J$,m:29:6.7.12.13.14,m:34:8.9.10.11.12.7,m:38:23.24.25.26.27.22|"
7335,7335,"COC1=C(C(=CC(=C1)C=NNC(=O)[C@@H]2CCCN2S(=O)(=O)C3=CC=C(C=C3)Cl)Br)O.CN=CNNC |$;;;;;;;;;;;;;;;;;A5;;;;;;;;U;;;;;;;;;;$,m:30:2.7.6.5.4.3,Sg:n:15:L:ht|"
7336,7336,CC1=C(C(=CC=C1)C(C(=O)NC(C)C)N(CC#N)C(=O)C(CC(C)C)NC(=O)OC(C)(C)C)O |$;W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;$|
7337,7337,"C1=CC(=CC(=C1)S(=O)(=O)N)CNC2=CC(=NC=N2)NC3=CC(=C(C(=C3)Cl)O)Cl.CN=C(C)C(C)=N.CSC(=O)N(C)N(C)C |$;;;;;J2;;;;;;D1;;;;;;;;;;;;;;;B;Y;;;;;;;;;;;;;;;;$,m:28:0.5.4.3.2.1,m:35:20.21.22.23.24.19|"
7338,7338,"CC(C)OC1=CC(=CC(=C1)C(=O)O)C2=NOC(=N2)C34CCC(CC3)(CC4)OCC5=C(NN=C5C6=C(C=NC=C6Cl)Cl)C7CC7.CC.CC |$;;;;;;;;;;;;;;;;;;;;;;;;K8;;;V;;;;;;;X;;;;;;;V6;;;;G5;;R$,m:44:14.13.17.16.15,m:46:4.9.8.7.6.5|"
7339,7339,"COC1=C(C=C(C=C1)Cl)OC(=O)C2=CC3=CC=CC=C3C=C2O.C=NN(C)C=NC.CO |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;$,m:23:2.7.6.5.4.3,m:30:13.14.19.20.21.12|"
7340,7340,"CCC(C(=O)O)N(CC1=CC=C(C=C1)OCCN2C(=CC=C2C3=CC(=CC=C3)SC)C)C(=O)OC4=CC=C(C=C4)OC.CC.CN=CN=C(C)C |$;;;;;;;;;;;;;T;;;;;;;;;;;;;J6;;;;;;;;;;;;;;;J;;R59;;;;;;;$,m:42:18.17.21.20.19,m:44:23.24.25.26.27.22,Sg:n:26:b:ht,Sg:n:34:k:ht,Sg:n:4:e:ht,Sg:n:15,16:c:ht|"
7341,7341,"CC(C)NCCCC(=O)NC(CO)C1=CC=CC=C1.CC=NN(C)C(=O)N(C)C |$;;M;;;;;;;;;;;;;;;;;;;;;;;;;;$,m:19:13.18.17.16.15.14,Sg:n:18:N:ht,Sg:n:5,6:i:ht|"
7342,7342,"CCCC(C(=O)O)OC1=C(C=C(C=C1)CC(C)N)OCC.CC |$;;;;;;;;;;;;;;;;;;;;;;T6$,m:21:8.13.12.11.10.9,Sg:n:1:e:ht,Sg:n:14:X:ht|"
7343,7343,"C([C@@H]1[C@H]([C@@H]([C@H]([C@@](O1)(N)OC2[C@H](O[C@H]([C@@H]([C@H]2O)N)OC3[C@H](O[C@H]([C@@H]([C@H]3O)N)O)CO)CO)N)O)O)O.CC.CPS |$;;;;;J7;;;;;;;;;;;;D4;;;;;L6;L0;;;;;;;;;;;;;R7;;;$,m:35:1.6.5.4.3.2,m:37:10.11.12.13.14.9|"
7344,7344,"C(CCC(=O)NCCCO)CCC(=O)O |$;;;;;;;;;;J2;;;;$,Sg:n:6:J:ht,Sg:n:2:Y:ht,Sg:n:0,10:J:ht|"
7345,7345,"CC1=CC=CC=C1NC2=NC3=C(O2)C=C(C=C3)N(C4=CC=C(C=C4)[C@H](CC(=O)O)C5=CC=CC=C5)C(=O)C.CN(C)SN(C)C.CC.CC |$;;;;;;;;;;;;;;;M;;;;;;;;;;;;;;Q0;T;;X;;;;;;;;;;;;;;Z;;E62$,m:38:1.6.5.4.3.2,m:45:9.8.12.11.10,m:47:30.31.32.33.34.29|"
7346,7346,C=CC(=O)COCC(COCC(=O)C=C)O |$;A4;;;;X1;;V;;;;;;;E;$|
7347,7347,"C1=CC=C2C(=C1)C=C(O2)C(=O)C3=C(C(=O)N(C3C4=CC=CS4)C5=NN=C(S5)SCC6=CC=CC=C6F)O.CNC.CC.CC |$;;;;;;;Q9;;;;;;;;;Q8;;;;;;;;;;;;;;;;;;;;;;;;;R;;R$,m:37:18.17.21.20.19,m:40:23.22.26.25.24,m:42:30.31.32.33.34.29|"
7348,7348,"C1CC1N2CCN(CC2)CC=CC(=O)O |$;;;;;;;;;G;;;;;A$,Sg:n:7:l:ht|"
7349,7349,"COC1=CC(=C(C=C1)[C@H](CC(=O)OC)C2=C(C=C(C3=C2OC(=C(C3=O)O)C4=CC(=C(C=C4)O)O)O)O)OC.CNNN=O.CNOOC.CC |$;;;;;;;;;;;;;;;;;W1;;;;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q$,m:38:2.7.6.5.4.3,m:43:20.21.22.23.18.19,m:48:27.28.29.30.31.26,Sg:n:22:a:ht|"
7350,7350,"CCN(C(C)C)C(=O)NCCC[C@@H]1CCCC[C@@H]1O.CC |$;;;;J;;;;J4;;;;;;;;;;;;R4$,m:19:12.17.16.15.14.13,Sg:n:4:G:ht,Sg:n:9,10,11:G:ht|"
7351,7351,"CC1=CC=C(C=C1)C2=C(OC=C2)C(=O)NC3CCN(CC3)CCC4(CCCCC4)CC(=O)N(CC(=O)O)CC(=O)O.CSSO.CNS(C)(=N)=O |$;;;;;;;;;;;;;;Z5;;;;;;;;;;;;Q;;;;;;;;;;;D1;;;Y9;;;;;;;;;;$,m:41:9.8.7.11.10,m:45:24.25.26.27.28.23,Sg:n:14:t:ht,Sg:n:21,22:j:ht|"
7352,7352,"CCN(C1=C(C(=C(C=C1)C(CC(=O)O)C2=NC(=C(C=C2)C)CN3CC4(COC4)OC5=C(S3=O)C=CC=N5)C)N)N.CC.CN=CC(C)=O.CC=NN(C)C(=O)O |$;;E;Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;;U8;;;;;;;;;;;;;;$,m:40:15.16.17.18.19.14,m:42:23.22.31.30.29.28.24,m:48:33.34.35.36.29.30,Sg:n:7:i:ht,Sg:n:26:o:ht|"
7353,7353,"CC(=O)N1[C@H](CCC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O.CN=C(N)N(C)S(C)(=O)=O |$;;;;;J5;;;;;;;;;;M;;;;;;;;;;;;;;W;;;;;;;;;;;;;;;$,m:35:9.11.12.13.7.8,Sg:n:4:l:ht,Sg:n:27,28:h:ht|"
7354,7354,"C1=CC=C(C=C1)C[C@@H](C(=O)O)N2C(=O)C3=CC=CC=C3NC2=O.CC.CC.CC(=N)N(C)C=N |$T;Q;;;;;;;;;;;;;;;;;;;;;;;R14;;R66;;;;;;;$,m:23:0.5.4.3.2.1,m:25:12.14.19.20.21.11,m:27:15.16.17.18.19.14|"
7355,7355,"CNC1CC([C@H](C(C1)O)O[C@@H]2CC([C@@H](C(O2)CNCCO)O)O)N.C=NN(C)N=C(C)C |$;E1;;;;;;;;;;;;B5;A;;;;;;;A9;X;;;;;;;;;$,m:24:11.12.13.14.15.10,Sg:n:9:W:ht,Sg:n:18,19:N:ht|"
7356,7356,"C1CCC(C1)CC(COC2=CC3=C(C=C2)C(=O)C4=C(S3)C=C(C=C4)OCC(CC5CCCC5)O)O.COC(=O)C(C)=N.CNSSC |$;;;;;;;;;;;;;;;;;;;;;Z;;E;;M3;;;;Y7;;;;;;;;;;;;;;;;;$,m:35:10.11.12.13.14.9,m:42:20.21.22.23.17.18,Sg:n:18:O:ht,Sg:n:25:g:ht|"
